4.000000000000000083e-02 -3.296060107539342709e-05 -1.289988247835635094e-04 3.205070682458178721e-01 6.389696700683813969e-04 7.530925555939515072e-04 3.503084912689987448e-03
8.000000000000000167e-02 -7.929962935173812393e-05 -2.305281005986900761e-04 5.204290277652958707e-01 1.338382304386534364e-03 1.565320178362161665e-03 5.853050854824227295e-03
1.199999999999999956e-01 -1.239569859348351203e-04 -2.997715360880316596e-04 6.473325104354418214e-01 1.697688046043297361e-03 1.967626288270251083e-03 5.859908872639606019e-03
1.600000000000000033e-01 -1.611026479503637366e-04 -3.421566307775006344e-04 7.288458482636093194e-01 1.824192756495098639e-03 2.094037281658354607e-03 4.998953998820976005e-03
2.000000000000000111e-01 -1.898745521808001941e-04 -3.655535976860099117e-04 7.817756717708167491e-01 1.834668040011956658e-03 2.086235018917502633e-03 4.102277671503050741e-03
2.399999999999999911e-01 -2.112752720093833596e-04 -3.767402618669011302e-04 8.164924427232396198e-01 1.797729441422419965e-03 2.026340823081995961e-03 3.427852687414169319e-03
2.799999999999999711e-01 -2.267889022062115247e-04 -3.806598053577796943e-04 8.394765537412078871e-01 1.747162319892314047e-03 1.954064468786139395e-03 2.986123863633389011e-03
3.200000000000000067e-01 -2.378494286411990519e-04 -3.805857007005029533e-04 8.548252653062969886e-01 1.697727046215239321e-03 1.886208562313966336e-03 2.718187469135198084e-03
3.599999999999999867e-01 -2.456420413114196889e-04 -3.785544386638563458e-04 8.651575935038239296e-01 1.654863601387785614e-03 1.828516582524090895e-03 2.563410608871672606e-03
3.999999999999999667e-01 -2.510873813279305934e-04 -3.757534137543070123e-04 8.721649330968191949e-01 1.619786040611297107e-03 1.781829808521514244e-03 2.476997630085635022e-03
4.399999999999999467e-01 -2.548704004647231003e-04 -3.728312765149729827e-04 8.769501998047889435e-01 1.591972334215687552e-03 1.745061243113032318e-03 2.429961666137367502e-03
4.799999999999999822e-01 -2.574863238602985178e-04 -3.701073288972749195e-04 8.802390569355044159e-01 1.570318044291284200e-03 1.716550913308185870e-03 2.404855766460308429e-03
5.200000000000000178e-01 -2.592873209250722965e-04 -3.677156384020035282e-04 8.825130496616601095e-01 1.553643376906660564e-03 1.694639903665487012e-03 2.391643842243411019e-03
5.600000000000000533e-01 -2.605229946739967702e-04 -3.656843409535936095e-04 8.840941646187290281e-01 1.540885777944043253e-03 1.677880569119470601e-03 2.384742343585611810e-03
6.000000000000000888e-01 -2.613661732991333624e-04 -3.639918629860226817e-04 8.851993482987551287e-01 1.531160778611357406e-03 1.665088147353094251e-03 2.381116097207282550e-03
6.400000000000000133e-01 -2.619402418354065207e-04 -3.625965893266561830e-04 8.859756992278153831e-01 1.523760185049436800e-03 1.655324267856338356e-03 2.379157439878890924e-03
6.800000000000000488e-01 -2.623283053593791531e-04 -3.614485999281706716e-04 8.865237402872498951e-01 1.518129868814560666e-03 1.647860750634952973e-03 2.378034569831003354e-03
7.199999999999999734e-01 -2.625872260322124766e-04 -3.605024224646847207e-04 8.869123667195376592e-01 1.513842857970176294e-03 1.642139293682997117e-03 2.377319055656687725e-03
7.600000000000000089e-01 -2.627596655211663300e-04 -3.597176065154312607e-04 8.871892271128115626e-01 1.510571868952756153e-03 1.637734554642051969e-03 2.376804698367349349e-03
8.000000000000000444e-01 -2.628725916038978554e-04 -3.590582269496086728e-04 8.873873662042980337e-01 1.508068404634142377e-03 1.634324757017757224e-03 2.376389796824812748e-03
8.399999999999999689e-01 -2.629422618766232012e-04 -3.585000244727246143e-04 8.875298168355985062e-01 1.506144418498483973e-03 1.631666287239383470e-03 2.376029353342393961e-03
8.800000000000000044e-01 -2.629850327206023543e-04 -3.580188506803162144e-04 8.876327541690754996e-01 1.504657676100952524e-03 1.629575809198223263e-03 2.375702740770989623e-03
9.200000000000000400e-01 -2.630071919949536247e-04 -3.575981634982475883e-04 8.877075015119068047e-01 1.503500438434899776e-03 1.627915291917050823e-03 2.375400742381436441e-03
9.599999999999999645e-01 -2.630167870601701069e-04 -3.572238853736823465e-04 8.877621274710704169e-01 1.502592421423558020e-03 1.626580575528912371e-03 2.375122382030037289e-03
1.000000000000000000e+00 -2.301705108845581284e-04 -2.280072694880861577e-04 5.672704037203462057e-01 3.942320499226375325e-04 3.960120363843009565e-04 4.246865473303702496e-03
1.040000000000000036e+00 -1.839339120682373168e-04 -1.261741074740979011e-04 3.673790484099981879e-01 2.346786418028907182e-04 2.507124412546920676e-04 5.526987330451709098e-03
1.080000000000000071e+00 -1.393329478602671500e-04 -5.665087345454289353e-05 2.405058267942780381e-01 1.945623373115050469e-04 2.227728915541972096e-04 4.832969877481420318e-03
1.120000000000000107e+00 -1.022001195870589146e-04 -1.402270620706427178e-05 1.590173209829403855e-01 1.545587388888301186e-04 1.829209865388138742e-04 3.510182428528200050e-03
1.160000000000000142e+00 -7.339195741728935885e-05 9.606086620509507663e-06 1.061063206272870457e-01 1.133090734617686190e-04 1.363543541355508970e-04 2.308559125618893284e-03
1.199999999999999956e+00 -5.193718869257618631e-05 2.103089922657959505e-05 7.140307569751029593e-02 7.819695426492260983e-05 9.505044421130563075e-05 1.432730520754852549e-03
1.239999999999999991e+00 -3.635433917987119894e-05 2.519538532771211248e-05 4.842842315850028750e-02 5.176650489724170348e-05 6.340113867695838334e-05 8.581431046018846761e-04
1.280000000000000027e+00 -2.522465741779625172e-05 2.536594988471978891e-05 3.308636202661261599e-02 3.330775804751645949e-05 4.109323118347228947e-05 5.027722319530769342e-04
1.320000000000000062e+00 -1.736444048099236391e-05 2.357149160969350729e-05 2.275886767326764856e-02 2.102070856451234684e-05 2.616396054799068874e-05 2.906619546939235806e-04
1.360000000000000098e+00 -1.185787465695896494e-05 2.099604294305579898e-05 1.575522441185818467e-02 1.310236953937628830e-05 1.650906926140249166e-05 1.668335596148836687e-04
1.399999999999999911e+00 -8.021401726839048486e-06 1.828795593414208522e-05 1.097296265634915835e-02 8.114049107244657093e-06 1.041052783922077446e-05 9.553536407281096061e-05
1.439999999999999947e+00 -5.357842165578361016e-06 1.576740527294572973e-05 7.686667778053944515e-03 5.022549047335513479e-06 6.621158789902458263e-06 5.482223762101375161e-05
1.479999999999999982e+00 -3.513871984306562772e-06 1.356887688859959750e-05 5.414985373707823998e-03 3.129187180590881414e-06 4.292635179984521659e-06 3.167626624402530703e-05
1.520000000000000018e+00 -2.239129959921558953e-06 1.172283080880051196e-05 3.835989834791966608e-03 1.979264919123280305e-06 2.871063385094914679e-06 1.853665531970039390e-05
1.560000000000000053e+00 -1.358433003368538063e-06 1.020889653068375518e-05 2.732800968665201509e-03 1.284536266584793659e-06 2.004725088032996170e-06 1.106984941449700524e-05
1.600000000000000089e+00 -7.494559067352793518e-07 8.985046151764286053e-06 1.958309644505018456e-03 8.656913573336634475e-07 1.474714014198610436e-06 6.812130544070829969e-06
1.639999999999999902e+00 -3.274750080588128477e-07 8.003465423354630824e-06 1.412096854926528497e-03 6.127482883025574303e-07 1.146829695700886529e-06 4.369393612401348091e-06
1.679999999999999938e+00 -3.394792732561094672e-08 7.218280732048795003e-06 1.025209379898089782e-03 4.589738295216155475e-07 9.397524962464337895e-07 2.954575776468064326e-06
1.719999999999999973e+00 1.715013328104835367e-07 6.589176092435189902e-06 7.500384693395957970e-04 3.642192889880638003e-07 8.046703007625714222e-07 2.123548613285715361e-06
1.760000000000000009e+00 3.165276079130899673e-07 6.082485366649406037e-06 5.535427337866354785e-04 3.044946399894722198e-07 7.125066756786354134e-07 1.625506627561312159e-06
1.800000000000000044e+00 4.201257533402603778e-07 5.670872597981429766e-06 4.126799575249775988e-04 2.655445367185249441e-07 6.460524630911821231e-07 1.318522791031271758e-06
1.839999999999999858e+00 4.952978984067195387e-07 5.332664152599638527e-06 3.113083534776047660e-04 2.389374937457702700e-07 5.951755993030152734e-07 1.122059259961258664e-06
1.879999999999999893e+00 5.508965856202573354e-07 5.050954037125226656e-06 2.380719702392314775e-04 2.197052600976556307e-07 5.539355074808898826e-07 9.902327394636934994e-07
1.919999999999999929e+00 5.929762617444008726e-07 4.812663874245526609e-06 1.849497874055505459e-04 2.049291503696687989e-07 5.188573062174371131e-07 8.967774398102664646e-07
1.959999999999999964e+00 6.256319652836694337e-07 4.607786636552783411e-06 1.462549281632186864e-04 1.928989489643955120e-07 4.879097932477856943e-07 8.265593260293378345e-07
