4.000000000000000083e-02 3.205070682458178721e-01 3.503084912689987448e-03
8.000000000000000167e-02 5.204290277652958707e-01 5.853050854824227295e-03
1.199999999999999956e-01 6.473325104354418214e-01 5.859908872639606019e-03
1.600000000000000033e-01 7.288458482636093194e-01 4.998953998820976005e-03
2.000000000000000111e-01 7.817756717708167491e-01 4.102277671503050741e-03
2.399999999999999911e-01 8.164924427232396198e-01 3.427852687414169319e-03
2.799999999999999711e-01 8.394765537412078871e-01 2.986123863633389011e-03
3.200000000000000067e-01 8.548252653062969886e-01 2.718187469135198084e-03
3.599999999999999867e-01 8.651575935038239296e-01 2.563410608871672606e-03
3.999999999999999667e-01 8.721649330968191949e-01 2.476997630085635022e-03
4.399999999999999467e-01 8.769501998047889435e-01 2.429961666137367502e-03
4.799999999999999822e-01 8.802390569355044159e-01 2.404855766460308429e-03
5.200000000000000178e-01 8.825130496616601095e-01 2.391643842243411019e-03
5.600000000000000533e-01 8.840941646187290281e-01 2.384742343585611810e-03
6.000000000000000888e-01 8.851993482987551287e-01 2.381116097207282550e-03
6.400000000000000133e-01 8.859756992278153831e-01 2.379157439878890924e-03
6.800000000000000488e-01 8.865237402872498951e-01 2.378034569831003354e-03
7.199999999999999734e-01 8.869123667195376592e-01 2.377319055656687725e-03
7.600000000000000089e-01 8.871892271128115626e-01 2.376804698367349349e-03
8.000000000000000444e-01 8.873873662042980337e-01 2.376389796824812748e-03
8.399999999999999689e-01 8.875298168355985062e-01 2.376029353342393961e-03
8.800000000000000044e-01 8.876327541690754996e-01 2.375702740770989623e-03
9.200000000000000400e-01 8.877075015119068047e-01 2.375400742381436441e-03
9.599999999999999645e-01 8.877621274710704169e-01 2.375122382030037289e-03
1.000000000000000000e+00 5.672704037203462057e-01 4.246865473303702496e-03
1.040000000000000036e+00 3.673790484099981879e-01 5.526987330451709098e-03
1.080000000000000071e+00 2.405058267942780381e-01 4.832969877481420318e-03
1.120000000000000107e+00 1.590173209829403855e-01 3.510182428528200050e-03
1.160000000000000142e+00 1.061063206272870457e-01 2.308559125618893284e-03
1.199999999999999956e+00 7.140307569751029593e-02 1.432730520754852549e-03
1.239999999999999991e+00 4.842842315850028750e-02 8.581431046018846761e-04
1.280000000000000027e+00 3.308636202661261599e-02 5.027722319530769342e-04
1.320000000000000062e+00 2.275886767326764856e-02 2.906619546939235806e-04
1.360000000000000098e+00 1.575522441185818467e-02 1.668335596148836687e-04
1.399999999999999911e+00 1.097296265634915835e-02 9.553536407281096061e-05
1.439999999999999947e+00 7.686667778053944515e-03 5.482223762101375161e-05
1.479999999999999982e+00 5.414985373707823998e-03 3.167626624402530703e-05
1.520000000000000018e+00 3.835989834791966608e-03 1.853665531970039390e-05
1.560000000000000053e+00 2.732800968665201509e-03 1.106984941449700524e-05
1.600000000000000089e+00 1.958309644505018456e-03 6.812130544070829969e-06
1.639999999999999902e+00 1.412096854926528497e-03 4.369393612401348091e-06
1.679999999999999938e+00 1.025209379898089782e-03 2.954575776468064326e-06
1.719999999999999973e+00 7.500384693395957970e-04 2.123548613285715361e-06
1.760000000000000009e+00 5.535427337866354785e-04 1.625506627561312159e-06
1.800000000000000044e+00 4.126799575249775988e-04 1.318522791031271758e-06
1.839999999999999858e+00 3.113083534776047660e-04 1.122059259961258664e-06
1.879999999999999893e+00 2.380719702392314775e-04 9.902327394636934994e-07
1.919999999999999929e+00 1.849497874055505459e-04 8.967774398102664646e-07
1.959999999999999964e+00 1.462549281632186864e-04 8.265593260293378345e-07
