1.452294123056020774e+07 1.031147827369774692e+07 9.441029553912883680e-06 3.402799999999999994e-15
2.766105705015758798e+07 1.963954050561188906e+07 4.956843012862291699e-06 4.915339999999999916e-16
1.821578675187665969e+07 1.293339859383242950e+07 7.527070844378055381e-06 1.723300000000000018e-15
2.162456201835297048e+07 1.535362903303060681e+07 6.340545406241801086e-06 1.029529999999999988e-15
1.621452415731946565e+07 1.151250215169681981e+07 8.456092577071698681e-06 2.444240000000000053e-15
1.613232724784300290e+07 1.145414234596853144e+07 8.499177785138938888e-06 2.481829999999999940e-15
1.976708165654254332e+07 1.403481797614520602e+07 6.936356096959686815e-06 1.348249999999999968e-15
3.184580495877696946e+07 2.261071152073164657e+07 4.305481288507037732e-06 3.219729999999999861e-16
2.248977060945359245e+07 1.596792713271205127e+07 6.096616979713610085e-06 9.151130000000000455e-16
1.358181182116350345e+07 9.643276393026087433e+06 1.009523023679421146e-05 4.161159999999999956e-15
1.338680356008002907e+07 9.504820527656821534e+06 1.024228948696392047e-05 4.345859999999999979e-15
3.218466472643010318e+07 2.285130195576537028e+07 4.260150557195727711e-06 3.118999999999999997e-16
1.795365085979652405e+07 1.274728211045553163e+07 7.636971356867122625e-06 1.799969999999999940e-15
2.903055267747070268e+07 2.061188240100419894e+07 4.723007477355568600e-06 4.251390000000000240e-16
2.794662048827958107e+07 1.984229054667850211e+07 4.906193127178346898e-06 4.766049999999999811e-16
2.295733921096905693e+07 1.629990083978803083e+07 5.972448118114086911e-06 8.602769999999999962e-16
1.522964187728255615e+07 1.081323573287061416e+07 9.002937723176707551e-06 2.950320000000000183e-15
1.404441321423593536e+07 9.971723382107514888e+06 9.762708863370494117e-06 3.762990000000000035e-15
1.636421589951816574e+07 1.161878328865789808e+07 8.378740430300483504e-06 2.377710000000000134e-15
2.375829101309102029e+07 1.686857661929462478e+07 5.771101856270270066e-06 7.760909999999999728e-16
1.762674677095261961e+07 1.251518020737635903e+07 7.778605953164709203e-06 1.902090000000000109e-15
1.755551731410180405e+07 1.246460729301228002e+07 7.810166736432279692e-06 1.925360000000000189e-15
2.389928150547165051e+07 1.696867986888486892e+07 5.737056042294313547e-06 7.624230000000000237e-16
2.080558308104315400e+07 1.477215398754063994e+07 6.590130967893275028e-06 1.156090000000000017e-15
1.970560869540326297e+07 1.399117217373631708e+07 6.957994522617457746e-06 1.360920000000000034e-15
2.770159691508053988e+07 1.966832380970718339e+07 4.949588927590538849e-06 4.893770000000000238e-16
1.427350342314932868e+07 1.013437743043602258e+07 9.606017058508986182e-06 3.584520000000000115e-15
1.553897717581647076e+07 1.103286379482969455e+07 8.823715732129876202e-06 2.777440000000000025e-15
1.558749425262806751e+07 1.106731091936592758e+07 8.796251350299084669e-06 2.751560000000000085e-15
2.393460483620478213e+07 1.699375943370539322e+07 5.728589141361404376e-06 7.590489999999999614e-16
2.218041582995150611e+07 1.574828523926556855e+07 6.181647739097352765e-06 9.539789999999999557e-16
1.521630898432226852e+07 1.080376937886881083e+07 9.010826312000379395e-06 2.958089999999999913e-15
1.244359386197989434e+07 8.835141642005724832e+06 1.101864291684967493e-05 5.412080000000000174e-15
1.431767955943450704e+07 1.016574248719849996e+07 9.576378406730750711e-06 3.551409999999999859e-15
1.645840736389071122e+07 1.168565922836240567e+07 8.330788899312197284e-06 2.337080000000000103e-15
3.154320250410793722e+07 2.239586377791663259e+07 4.346784932493856221e-06 3.313379999999999914e-16
1.754008967848009244e+07 1.245365367172086425e+07 7.817036279790562814e-06 1.930450000000000041e-15
2.018445974018324539e+07 1.433115641553010419e+07 6.792924811086079840e-06 1.266250000000000016e-15
2.804789032161464542e+07 1.991419212834639847e+07 4.888478805188286063e-06 4.714560000000000034e-16
1.553750565386016481e+07 1.103181901424071565e+07 8.824551406254493890e-06 2.778230000000000181e-15
1.674258540599084273e+07 1.188742563825349696e+07 8.189387364175997570e-06 2.219970000000000060e-15
2.000084858719102293e+07 1.420079249690562673e+07 6.855285003020724517e-06 1.301479999999999999e-15
3.645822652742827684e+07 2.588553083447407559e+07 3.760784065135670285e-06 2.144929999999999880e-16
1.257864020672489516e+07 8.931024546774674207e+06 1.090034495892132905e-05 5.239460000000000142e-15
1.233317285209001787e+07 8.756742724983911961e+06 1.111729471497867748e-05 5.558899999999999669e-15
1.770401238652761281e+07 1.257003879443460517e+07 7.744657785700483765e-06 1.877269999999999835e-15
1.573755730583787337e+07 1.117385568714489043e+07 8.712376050671924083e-06 2.673520000000000103e-15
2.216369430108526349e+07 1.573641295377053693e+07 6.186311519408796235e-06 9.561420000000000265e-16
1.885417677072137222e+07 1.338665550721217506e+07 7.272209178625033722e-06 1.553949999999999938e-15
2.413470313096622378e+07 1.713582922298601642e+07 5.681094009046949649e-06 7.403070000000000406e-16
2.292773509718732536e+07 1.627888191900300235e+07 5.980159696815369431e-06 8.636169999999999676e-16
1.571757505572817475e+07 1.115966828956700303e+07 8.723452369803662222e-06 2.683740000000000099e-15
1.867217899047974870e+07 1.325743708324062079e+07 7.343091421593964230e-06 1.599880000000000075e-15
2.447050235114689916e+07 1.737424666931429878e+07 5.603134557678283312e-06 7.102169999999999796e-16
1.557030910409761779e+07 1.105510946390930749e+07 8.805959884982335247e-06 2.760689999999999900e-15
2.477647467589697614e+07 1.759148701988685131e+07 5.533939721490868359e-06 6.842030000000000069e-16
2.176176836948845908e+07 1.545104554233680665e+07 6.300568733177901748e-06 1.010160000000000030e-15
1.781953388696516678e+07 1.265205905974526890e+07 7.694450272223716446e-06 1.840959999999999843e-15
1.798514913578393310e+07 1.276964588640659116e+07 7.623596353430097025e-06 1.790520000000000151e-15
3.177595802802333981e+07 2.256112019989657030e+07 4.314945193675661991e-06 3.241029999999999833e-16
2.665047940599566326e+07 1.892203037825692073e+07 5.144804912462938541e-06 5.496590000000000240e-16
1.491780038003888167e+07 1.059182826982760616e+07 9.191135011494335231e-06 3.139429999999999819e-15
2.028265316116423532e+07 1.440087374442660809e+07 6.760038555014593386e-06 1.247929999999999947e-15
1.947596430637075752e+07 1.382812465752323717e+07 7.040037412812904418e-06 1.409680000000000061e-15
1.478110098900006898e+07 1.049477170219004899e+07 9.276136971765210805e-06 3.227430000000000065e-15
2.927750385788660869e+07 2.078721773909949139e+07 4.683169645643288710e-06 4.144610000000000012e-16
